DryBulbTemperature,DewPointTemperature,RelativeHumidity,AtmosphericPressure,ExtraterrestrialHorizontalRadiation,ExtraterrestrialDirectNormalRadiation,HorizontalInfraredRadiationIntensityfromSky,GlobalHorizontalRadiation,DirectNormalRadiation,DiffuseHorizontalRadiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,WindDirection,WindSpeed,Total Sky Cover,Opaque Sky Cover,PrecipitableWater,AerosolOpticalDepth,SnowDepth,OccupancySchedule,hours,dayofw,months,datee,holiday_bool,holiday_name,Heating,
-22.1,-25.6,73,100990,0,9999,172.9283462,0,0,0,0,0,0,31,9,2,7,0,0,0,0.05,18,3,1,2010-01-07,0,,37.23799084,-0.444952305
-21.9,-25.3,74,100980,0,9999,173.7060549,0,0,0,0,0,0,30,6,7,7,0,0,0,0,19,3,1,2010-01-07,0,,31.41199404,-0.003932486
-21.7,-25.1,74,101030,0,9999,177.1883495,0,0,0,0,0,0,32,9,5,8,0,0,0,0,20,3,1,2010-01-07,0,,40.62468959,0.214338858
-21.8,-25.2,74,101020,0,9999,174.0582125,0,0,0,0,0,0,33,7,4,7,0,0,0,0,21,3,1,2010-01-07,0,,33.72183197,0.741757583
-21.7,-25,75,100980,0,9999,164.4560417,0,0,0,0,0,0,33,9,9,1,0,0,0,0,22,3,1,2010-01-07,0,,43.78355407,-0.197437309
-21.5,-24.9,74,100950,0,9999,165.05141,0,0,0,0,0,0,34,7,2,1,0,0,0,0,23,3,1,2010-01-07,0,,35.45900092,-0.784247108
-21.4,-24.7,75,100940,0,9999,162.3428898,0,0,0,0,0,0,30,4,2,0,0,0,0,0,0,4,1,2010-01-08,0,,42.09077775,-0.949007715
-21.3,-24.6,75,100900,0,9999,165.7911769,0,0,0,0,0,0,32,6,2,1,0,0,0,0,1,4,1,2010-01-08,0,,32.24196145,0.735249637
-21.3,-24.7,74,100880,0,9999,162.6011405,0,0,0,0,0,0,36,4,8,0,0,0,0,0,2,4,1,2010-01-08,0,,40.53862236,0.297508706
-21.2,-24.3,76,100870,0,9999,163.1399908,0,0,0,0,0,0,2,4,8,0,0,0,0,0,3,4,1,2010-01-08,0,,31.24979435,-0.165369034
-21.1,-24.2,76,100870,0,9999,163.469417,0,0,0,0,0,0,32,4,7,0,0,0,0,0,4,4,1,2010-01-08,0,,39.45228722,0.983414989
-21,-24,77,100840,0,9999,163.8695155,0,0,0,0,0,0,32,6,9,0,0,0,0,0,5,4,1,2010-01-08,0,,47.63960338,-0.493155744
-20.8,-23.9,76,100800,0,9999,167.6150759,0,0,0,0,0,0,3,2,0,1,0,0,0,0.05,6,4,1,2010-01-08,0,,86.30011246,-0.995614721
-20.5,-23.6,76,100800,1,9999,168.6300253,0,0,0,0,1000,0,23,6,8,1,0,0,0,0.05,7,4,1,2010-01-08,0,,165.2496373,0.950478943
-20.7,-23.7,77,100810,123,9999,168.0246459,44,0,0,1,0,1,22,6,4,1,0,0,0,0.05,8,4,1,2010-01-08,0,,155.2734598,-0.972426595
-20.9,-23.9,77,100790,314,9999,180.3835878,72,0,9,9,0,9,22,4,8,8,0,0,0,0.05,9,4,1,2010-01-08,0,,152.31434,0.998600926
-20.7,-23.9,75,100750,458,9999,167.8810787,266,688,44,11,0,11,21,4,0,1,0,0,0,0.05,10,4,1,2010-01-08,0,,147.7852794,-0.130055229
-20.4,-23.8,74,100740,546,9999,168.7531273,188,797,57,28,18,21,21,6,4,1,0,0,0,0.05,11,4,1,2010-01-08,0,,138.0247515,-0.203885597
-20.1,-23.2,76,100670,571,9999,175.3845608,148,8,109,39,46,20,21,11,8,4,0,0,0,0.05,12,4,1,2010-01-08,0,,141.0121392,0.351834521
-19.6,-22.6,77,100600,532,9999,177.2262088,127,0,90,35,44,19,20,7,6,4,0,0,0,0.05,13,4,1,2010-01-08,0,,135.701793,-0.575576449
-19.2,-23,72,100570,432,9999,169.3222657,168,809,58,17,6,16,21,9,4,0,0,0,0,0.05,14,4,1,2010-01-08,0,,124.6043933,-0.872019345
-19.5,-23.5,71,100600,276,9999,181.8435247,80,0,68,18,32,12,21,13,9,7,0,0,0,0.05,15,4,1,2010-01-08,0,,127.0711047,0.986680259
-19.7,-23.8,70,100600,80,9999,183.9213276,24,499,27,1,0,1,21,9,3,8,0,0,0,0.05,16,4,1,2010-01-08,0,,123.238913,-0.656975152
-20.7,-24.3,73,100590,0,9999,167.5935981,0,0,0,0,0,0,20,6,4,1,0,0,0,0.05,17,4,1,2010-01-08,0,,136.8307108,-0.985341766
-21.6,-24.8,75,100520,0,9999,164.8601236,0,0,0,0,0,0,20,7,9,1,0,0,0,0,18,4,1,2010-01-08,0,,144.6798148,0.165783779
-21.7,-24.3,79,100440,0,9999,164.9523007,0,0,0,0,0,0,20,7,3,1,0,0,0,0,19,4,1,2010-01-08,0,,147.9048459,-0.247395415
-21.6,-24.3,79,100370,0,9999,165.2150159,0,0,0,0,0,0,20,13,0,1,0,0,0,0,20,4,1,2010-01-08,0,,148.2769133,-0.582709363
-21.8,-24.6,78,100350,0,9999,164.4777259,0,0,0,0,0,0,20,9,4,1,0,0,0,0,21,4,1,2010-01-08,0,,149.2020354,-0.999721164
-22.1,-25.2,76,100290,0,9999,163.2703217,0,0,0,0,0,0,19,11,7,1,0,0,0,0,22,4,1,2010-01-08,0,,15.87933443,-0.170533586
-22.3,-25.5,75,100220,0,9999,162.5390991,0,0,0,0,0,0,20,9,8,1,0,0,0,0,23,4,1,2010-01-08,0,,22.21281148,-0.219852145
-22.4,-25.6,75,100190,0,9999,162.2095553,0,0,0,0,0,0,20,9,7,1,0,0,1,0,0,5,1,2010-01-09,0,,28.18397769,0.090233294
-22.5,-26,73,100100,0,9999,161.6695112,0,0,0,0,0,0,19,11,6,1,0,0,1,0,1,5,1,2010-01-09,0,,27.72490529,0.522200005
-22.5,-26.2,72,100030,0,9999,161.5286977,0,0,0,0,0,0,19,11,4,1,0,0,1,0,2,5,1,2010-01-09,0,,33.6783744,0.770193699
-22.4,-26.2,71,99930,0,9999,161.7867823,0,0,0,0,0,0,20,6,6,1,0,0,1,0,3,5,1,2010-01-09,0,,28.16783019,0.106302461
-22.4,-26.6,69,99910,0,9999,161.5043622,0,0,0,0,0,0,19,11,0,1,0,0,1,0,4,5,1,2010-01-09,0,,32.50995526,0.88848294
-22.9,-26.9,70,99880,0,9999,160.0088449,0,0,0,0,0,0,20,11,6,1,0,0,1,0,5,5,1,2010-01-09,0,,39.53007817,0.96634626
-22.7,-26.9,69,99720,0,9999,170.3115091,0,0,0,0,0,0,20,9,9,7,0,0,1,0.1,6,5,1,2010-01-09,0,,76.0572174,0.612321583
-22.3,-26.6,68,99660,1,9999,171.6282214,0,0,0,0,1000,0,20,11,4,7,0,0,1,0.2,7,5,1,2010-01-09,0,,161.0572305,-0.741970783
-22.5,-26.8,68,99590,124,9999,173.6534634,39,0,0,6,9,5,19,13,0,8,0,0,1,0.95,8,5,1,2010-01-09,0,,148.2769771,-0.582761211
-22.3,-26.7,67,99550,316,9999,174.2850439,122,0,3,14,13,11,19,15,7,8,0,0,1,0.95,9,5,1,2010-01-09,0,,143.6032515,-0.789510224
-21.2,-26,65,99480,460,9999,165.0517402,248,669,45,32,56,14,19,11,1,1,0,0,1,0.975703227,10,5,1,2010-01-09,0,,136.2738501,-0.926636732
-20.3,-25.1,65,99440,549,9999,168.0789348,349,773,58,43,78,13,20,13,9,1,0,0,1,0.95,11,5,1,2010-01-09,0,,125.741093,0.077309638
-19.7,-24.7,64,99340,574,9999,180.3407007,285,46,120,43,66,16,20,15,7,7,0,0,1,0.513528014,12,5,1,2010-01-09,0,,129.0506497,-0.242896734
-19.5,-23.9,68,99250,536,9999,181.5331649,311,81,125,35,45,18,19,15,7,7,0,0,1,0.95,13,5,1,2010-01-09,0,,124.3776649,-0.959730484
-18.5,-23,68,99130,435,9999,188.0713008,175,53,106,30,64,11,20,15,1,8,0,0,1,0.975703227,14,5,1,2010-01-09,0,,121.6606033,0.758827003
-18.2,-22.7,68,99130,280,9999,186.2344694,92,7,70,17,31,10,20,15,3,7,0,0,1,0.95,15,5,1,2010-01-09,0,,119.4419335,0.061374068
-17.8,-21.9,70,99050,83,9999,188.0406517,20,0,26,3,1,3,19,15,4,7,0,0,1,0.95,16,5,1,2010-01-09,0,,118.0333988,-0.975089025
-17.9,-21.4,74,99020,0,9999,191.1367641,0,0,0,0,0,0,20,11,9,8,0,0,1,0.3,17,5,1,2010-01-09,0,,125.4300406,-0.231545001
-18,-21.4,75,98990,0,9999,187.8458492,0,0,0,0,0,0,21,11,2,7,0,0,1,0.1,18,5,1,2010-01-09,0,,128.8380325,-0.032727857
-17.9,-21.2,75,98900,0,9999,186.1285878,0,0,0,0,0,0,20,13,5,6,0,0,1,0.1,19,5,1,2010-01-09,0,,131.0321468,-0.792406851
-16.9,-20.3,75,98810,0,9999,191.9871433,0,0,0,0,0,0,19,11,0,7,0,0,1,0.1,20,5,1,2010-01-09,0,,129.9162178,-0.896106953
-16.5,-19.9,75,98730,0,9999,193.5100908,0,0,0,0,0,0,20,9,5,7,0,0,1,0.1,21,5,1,2010-01-09,0,,128.6290882,0.175300117
-16.1,-19.5,75,98710,0,9999,195.0421766,0,0,0,0,0,0,21,9,7,7,0,0,1,0.05,22,5,1,2010-01-09,0,,4.403895089,-0.952791941
-15.7,-19.2,74,98680,0,9999,196.5025667,0,0,0,0,0,0,20,7,6,7,0,0,1,0.05,23,5,1,2010-01-09,0,,9.727330883,-0.297958141
-15.6,-19,75,98620,0,9999,194.700556,0,0,0,0,0,0,20,6,3,6,0,0,1,0,0,6,1,2010-01-10,0,,9.659010926,-0.232096965
-15.3,-18.8,75,98610,0,9999,195.7705573,0,0,0,0,0,0,20,7,1,6,0,0,1,0,1,6,1,2010-01-10,0,,13.5794412,0.848460974
-15.1,-18.5,75,98590,0,9999,196.6206015,0,0,0,0,0,0,19,4,7,6,0,0,1,0,2,6,1,2010-01-10,0,,11.32726038,-0.945494633
-14.8,-18.1,76,98590,0,9999,200.1667126,0,0,0,0,0,0,19,6,8,7,0,0,1,0,3,6,1,2010-01-10,0,,12.37329835,-0.191874976
-14.2,-17.6,75,98610,0,9999,200.1128173,0,0,0,0,0,0,20,4,1,6,0,0,1,0,4,6,1,2010-01-10,0,,11.79883087,-0.69436689
-13.9,-17.3,75,98570,0,9999,203.6336915,0,0,0,0,0,0,19,2,8,7,0,0,1,0,5,6,1,2010-01-10,0,,32.69073887,0.956515593
-13.5,-16.9,76,98650,0,9999,205.2261026,0,0,0,0,0,0,24.13238384,0,9,7,0,0,1,0.1,6,6,1,2010-01-10,0,,62.48164498,-0.343093276
-13.2,-16.6,76,98720,1,9999,200.7339889,0,0,0,0,1000,0,24.13238384,0,5,4,0,0,1,0.2,7,6,1,2010-01-10,0,,128.8158591,-0.010560107
-12.8,-16.2,76,98790,126,9999,202.2985484,54,0,0,5,16,4,1,6,8,4,0,0,1,0.95,8,6,1,2010-01-10,0,,112.5786083,-0.495775201
-12.7,-15.6,79,98850,317,9999,203.0977139,174,0,3,19,49,8,36,6,5,4,0,0,1,0.95,9,6,1,2010-01-10,0,,108.2570821,0.991836473
-12,-14.6,81,98940,462,9999,206.1107904,275,0,19,33,73,9,34,6,6,4,0,0,1,0.975703227,10,6,1,2010-01-10,0,,104.3402292,-0.61915928
-11,-13.3,83,99000,551,9999,210.3648291,379,0,80,43,82,10,34,7,7,4,0,0,1,0.95,11,6,1,2010-01-10,0,,98.71327341,-0.969675896
-10.1,-12.5,83,99020,577,9999,213.9395084,362,0,61,45,63,19,33,9,3,4,0,0,1,0.513528014,12,6,1,2010-01-10,0,,98.27598351,-0.774934369
-8.8,-11.5,81,98970,539,9999,219.052871,349,49,123,25,13,20,1,11,6,4,0,0,1,0.95,13,6,1,2010-01-10,0,,87.18323744,-0.704243382
-8.6,-11.6,79,99010,439,9999,225.8603058,261,0,41,14,1,13,1,9,7,7,0,0,1,0.975703227,14,6,1,2010-01-10,0,,83.55028915,0.955901002
-8.7,-11.7,79,99110,284,9999,225.4313503,145,109,76,11,5,10,35,7,0,7,0,0,1,0.95,15,6,1,2010-01-10,0,,78.39735786,0.141977116
-8.7,-11.6,79,99240,87,9999,219.2996962,32,49,33,5,6,4,35,9,8,4,0,0,1,0.95,16,6,1,2010-01-10,0,,77.4017767,0.907813115
-8.9,-11.5,81,99310,0,9999,218.7214122,0,0,0,0,0,0,35,6,1,4,0,0,1,0.3,17,6,1,2010-01-10,0,,90.49641054,0.572684184
-9,-11.4,83,99430,0,9999,218.4749223,0,0,0,0,0,0,36,4,2,4,0,0,1,0.1,18,6,1,2010-01-10,0,,95.45773977,0.935601937
-8.9,-11.2,83,99490,0,9999,218.9754774,0,0,0,0,0,0,36,4,9,4,0,0,1,0.1,19,6,1,2010-01-10,0,,95.84199393,0.999725811
-9.1,-11.3,84,99540,0,9999,207.5362521,0,0,0,0,0,0,36,4,5,0,0,0,1,0.1,20,6,1,2010-01-10,0,,96.86940952,0.496847804
-10.3,-12.2,86,99620,0,9999,206.9714204,0,0,0,0,0,0,35,6,5,1,0,0,1,0.1,21,6,1,2010-01-10,0,,100.2139072,-0.311772282
-10.9,-12.5,88,99710,0,9999,204.8472264,0,0,0,0,0,0,35,4,6,1,0,0,1,0.05,22,6,1,2010-01-10,0,,0,0
-11.3,-12.7,89,99840,0,9999,203.4405473,0,0,0,0,0,0,34,6,9,1,0,0,1,0.05,23,6,1,2010-01-10,0,,0.733647698,0.669583364
-11.8,-13.1,90,99860,0,9999,201.5742143,0,0,0,0,0,0,1,4,4,1,0,0,1,0,0,0,1,2010-01-11,0,,0.753349466,0.684085699
-12.1,-13.4,90,99880,0,9999,196.6419014,0,0,0,0,0,0,3,2,9,0,0,0,1,0,1,0,1,2010-01-11,0,,0.648959108,0.604357441
-12,-13.3,90,99910,0,9999,200.7998348,0,0,0,0,0,0,34,2,7,1,0,0,1,0,2,0,1,2010-01-11,0,,0.389223114,0.379469752
-12.3,-13.6,90,100040,0,9999,199.6425027,0,0,0,0,0,0,33,4,3,1,0,0,1,0,3,0,1,2010-01-11,0,,3.290228688,-0.148089344
-13,-14.4,89,100080,0,9999,196.8837563,0,0,0,0,0,0,1,2,5,1,0,0,1,0,4,0,1,2010-01-11,0,,3.876046477,-0.670181885
-14.3,-15.8,88,100060,0,9999,191.9021001,0,0,0,0,0,0,3,2,9,1,0,0,1,0,5,0,1,2010-01-11,0,,21.37377385,0.578896506
-14.9,-16.5,88,100130,0,9999,186.0260797,0,0,0,0,0,0,24.13238384,0,3,0,0,0,1,0.1,6,0,1,2010-01-11,0,,54.30223147,-0.780306877
-16,-17.7,87,100120,1,9999,181.9888568,0,0,0,0,1000,0,24.13238384,0,1,0,0,0,1,0.2,7,0,1,2010-01-11,0,,128.5015164,0.299131546
-15.3,-16.9,88,100230,127,9999,199.5909398,50,0,0,3,0,3,20,2,6,7,0,0,1,0.95,8,0,1,2010-01-11,0,,113.0218949,-0.075369091
-14.9,-16.5,88,100350,319,9999,201.157441,156,0,13,12,5,11,19,2,6,7,0,0,1,0.95,9,0,1,2010-01-11,0,,105.3834748,-0.990199118
-14.5,-16.2,87,100300,465,9999,187.4080534,250,643,46,33,52,16,19,2,6,0,0,0,1,0.975703227,10,0,1,2010-01-11,0,,92.17659309,-0.877395428
-12.5,-14,89,100230,554,9999,198.7168391,303,754,59,39,69,12,19,2,2,1,0,0,1,0.95,11,0,1,2010-01-11,0,,83.40547933,0.988276518
-10.7,-12.3,88,100200,581,9999,218.1752069,373,0,53,41,66,14,20,4,4,7,0,0,1,0.513528014,12,0,1,2010-01-11,0,,83.11756401,0.990949544
-9.8,-12.1,83,100140,543,9999,221.3574302,344,55,125,39,56,17,21,9,1,7,0,0,1,0.95,13,0,1,2010-01-11,0,,76.47070173,0.878387579
-9.6,-12.5,79,100100,443,9999,221.6850787,271,58,109,25,24,17,21,9,1,7,0,0,1,0.975703227,14,0,1,2010-01-11,0,,74.45697102,-0.808296274
-9.3,-12.7,76,100030,289,9999,222.5228019,167,122,77,8,0,8,20,7,5,7,0,0,1,0.95,15,0,1,2010-01-11,0,,71.66454656,0.558091886
-9.4,-12.7,77,100050,90,9999,222.1854546,32,66,34,1,0,1,20,6,4,7,0,0,1,0.95,16,0,1,2010-01-11,0,,70.97756094,0.957748828
-9.9,-12.9,79,99950,0,9999,214.2558833,0,0,0,0,0,0,19,7,7,4,0,0,1,0.3,17,0,1,2010-01-11,0,,84.03539444,0.708667084
-10.4,-12.9,82,99880,0,9999,212.6318172,0,0,0,0,0,0,20,6,2,4,0,0,1,0.1,18,0,1,2010-01-11,0,,92.50241645,-0.984801865
-10.3,-12.5,84,99850,0,9999,219.3378949,0,0,0,0,0,0,20,7,6,7,0,0,1,0.1,19,0,1,2010-01-11,0,,94.39052127,0.142257425
-9.7,-12.2,82,99780,0,9999,221.6077279,0,0,0,0,0,0,19,6,6,7,0,0,1,0.1,20,0,1,2010-01-11,0,,94.20213692,-0.045626842
-9.7,-12.3,81,99560,0,9999,218.9688579,0,0,0,0,0,0,19,6,9,6,0,0,1,0.1,21,0,1,2010-01-11,0,,93.68097829,-0.536936319
-9.5,-11.7,84,99450,0,9999,222.7143179,0,0,0,0,0,0,19,9,7,7,0,0,1,0.05,22,0,1,2010-01-11,0,,0,0
-9.1,-11.5,83,99300,0,9999,224.2435646,0,0,0,0,0,0,19,9,5,7,0,0,1,0.05,23,0,1,2010-01-11,0,,0,0
-9.8,-11.9,85,99220,0,9999,221.529676,0,0,0,0,0,0,20,6,1,7,0,0,0,0,0,1,1,2010-01-12,0,,0,0
-10.2,-12.2,85,99030,0,9999,217.3950198,0,0,0,0,0,0,19,11,3,6,0,0,0,0,1,1,1,2010-01-12,0,,3.223651531,-0.081966816
-9.2,-11.4,84,98970,0,9999,223.9905942,0,0,0,0,0,0,19,15,6,7,0,0,0,0,2,1,1,2010-01-12,0,,6.506928485,0.221881043
-9.4,-11.5,85,98860,0,9999,223.2256268,0,0,0,0,0,0,20,19,9,7,0,0,0,0,3,1,1,2010-01-12,0,,14.61396044,0.888471056
-9.3,-11.3,85,98680,0,9999,221.1596423,0,0,0,0,0,0,20,19,0,6,0,0,0,0,4,1,1,2010-01-12,0,,15.74230272,-0.034332704
-9.3,-11.3,85,98680,0,9999,223.7377139,0,0,0,0,0,0,20,15,1,7,0,0,0,0,5,1,1,2010-01-12,0,,35.15831879,-0.565302232
-9.3,-11.3,85,98590,0,9999,223.7377139,0,0,0,0,0,0,19,13,9,7,0,0,0,0.1,6,1,1,2010-01-12,0,,54.74638003,-0.973325305
-9,-11,85,98530,1,9999,225.0182747,0,0,0,0,1000,0,19,9,2,7,0,0,0,0.2,7,1,1,2010-01-12,0,,111.0008898,-0.86499827
-8.6,-10.7,85,98450,129,9999,224.0354877,52,0,0,4,2,4,20,15,2,6,0,0,0,0.95,8,1,1,2010-01-12,0,,94.48618307,0.236151546
-8.3,-10.5,84,98380,321,9999,227.8527566,166,0,9,12,5,11,19,15,8,7,0,0,0,0.95,9,1,1,2010-01-12,0,,88.81100805,0.748908714
-8,-10.4,83,98350,467,9999,228.9754501,261,25,67,8,0,8,20,13,8,7,0,0,0,0.975703227,10,1,1,2010-01-12,0,,83.76619869,0.870788082
-7,-9.9,80,98290,557,9999,232.8973676,322,0,42,8,0,8,20,15,4,7,0,0,0,0.95,11,1,1,2010-01-12,0,,79.18217265,-0.599083768
-6.1,-9.5,77,98260,584,9999,236.4264883,323,0,70,15,0,15,20,9,4,7,0,0,0,0.513528014,12,1,1,2010-01-12,0,,77.01011338,0.999155786
-6.2,-9.4,78,98180,547,9999,233.4411721,268,0,34,11,0,11,20,11,7,6,0,0,0,0.95,13,1,1,2010-01-12,0,,69.11805437,0.003015986
-5.4,-8.8,77,98140,447,9999,232.9476581,190,85,112,9,0,9,20,11,6,4,0,0,0,0.975703227,14,1,1,2010-01-12,0,,62.80840693,-0.023443994
-4.6,-8.5,74,98120,293,9999,224.450366,117,614,53,8,0,8,20,6,1,0,0,0,0,0.95,15,1,1,2010-01-12,0,,52.23017226,0.923421799
-5.1,-8.7,76,98140,94,9999,226.8834822,31,406,31,3,2,3,19,2,8,1,0,0,0,0.95,16,1,1,2010-01-12,0,,48.75596933,-0.998122772
-6.2,-8.9,81,98140,0,9999,223.0106926,0,0,0,0,0,0,19,4,1,1,0,0,0,0.3,17,1,1,2010-01-12,0,,63.01496076,0.182086183
-6.4,-8.8,83,98130,0,9999,222.4271759,0,0,0,0,0,0,20,4,6,1,0,0,0,0.1,18,1,1,2010-01-12,0,,74.80005897,-0.563126798
-6.3,-8.7,83,98070,0,9999,222.8456122,0,0,0,0,0,0,19,4,0,1,0,0,0,0.1,19,1,1,2010-01-12,0,,77.11447943,0.989439419
-6.3,-8.6,84,98030,0,9999,222.9301045,0,0,0,0,0,0,20,4,7,1,0,0,0,0.1,20,1,1,2010-01-12,0,,78.39189084,0.147386607
-6.9,-9.1,84,97960,0,9999,216.3619324,0,0,0,0,0,0,23,4,0,0,0,0,0,0.1,21,1,1,2010-01-12,0,,80.08800546,-0.999744468
-6.8,-8.9,85,97940,0,9999,228.0243544,0,0,0,0,0,0,20,2,6,4,0,0,0,0.05,22,1,1,2010-01-12,0,,0,0
-7.3,-9.4,85,97920,0,9999,214.8183719,0,0,0,0,0,0,20,2,6,0,0,0,0,0.05,23,1,1,2010-01-12,0,,0,0
-7.5,-9.5,86,97890,0,9999,218.1968931,0,0,0,0,0,0,21,2,8,1,0,0,0,0,0,2,1,2010-01-13,0,,0,0
-7.8,-9.7,86,97870,0,9999,217.046552,0,0,0,0,0,0,19,4,8,1,0,0,0,0,1,2,1,2010-01-13,0,,0,0
-8,-9.9,86,97740,0,9999,212.1579258,0,0,0,0,0,0,20,4,2,0,0,0,0,0,2,2,1,2010-01-13,0,,0,0
-7.7,-9.7,86,97790,0,9999,217.3741076,0,0,0,0,0,0,20,4,3,1,0,0,0,0,3,2,1,2010-01-13,0,,0,0
-7.4,-9.5,85,97710,0,9999,218.5258124,0,0,0,0,0,0,20,4,0,1,0,0,0,0,4,2,1,2010-01-13,0,,0,0
-7.5,-9.7,84,97650,0,9999,224.9487367,0,0,0,0,0,0,19,4,7,4,0,0,0,0,5,2,1,2010-01-13,0,,17.68556023,-0.918391423
-7.8,-9.9,85,97620,0,9999,223.762539,0,0,0,0,0,0,19,6,8,4,0,0,0,0.1,6,2,1,2010-01-13,0,,45.47025248,0.996570646
-7.4,-9.8,83,97620,1,9999,231.5882157,0,0,0,0,1000,0,20,9,3,7,0,0,0,0.2,7,2,1,2010-01-13,0,,101.9757882,0.992075884
-7,-9.5,82,97580,130,9999,233.2536148,53,0,0,1,0,1,19,7,1,7,0,0,0,0.95,8,2,1,2010-01-13,0,,93.43229018,-0.728061194
-6.7,-9.3,82,97530,324,9999,234.4863931,197,0,16,6,0,6,22,2,7,7,0,0,0,0.95,9,2,1,2010-01-13,0,,87.9419382,-0.022654162
-5.4,-8.6,78,97510,470,9999,239.7355662,316,56,69,23,17,18,20,9,8,7,0,0,0,0.975703227,10,2,1,2010-01-13,0,,81.02050426,-0.613831333
-4.9,-8.5,76,97540,560,9999,241.6238478,412,257,100,18,1,18,21,11,8,7,0,0,0,0.95,11,2,1,2010-01-13,0,,72.50265634,-0.243550886
-4,-8.1,73,97410,588,9999,238.491946,444,371,109,29,12,24,19,6,4,4,0,0,0,0.513528014,12,2,1,2010-01-13,0,,68.48339998,-0.590467838
-2.4,-6.8,72,97390,551,9999,252.3721537,413,314,118,32,22,23,21,11,3,7,0,0,0,0.95,13,2,1,2010-01-13,0,,62.18372394,-0.60369598
-2.1,-6.5,72,97370,452,9999,253.7773153,324,28,108,30,45,16,21,15,5,7,0,0,0,0.975703227,14,2,1,2010-01-13,0,,64.24775375,0.988027635
-1.5,-5.6,74,97360,297,9999,256.8911408,202,0,25,21,41,12,21,7,7,7,0,0,0,0.95,15,2,1,2010-01-13,0,,65.51192434,0.445310834
-1.1,-5.2,74,97480,99,9999,258.7910688,60,0,10,4,4,4,21,6,7,7,0,0,0,0.95,16,2,1,2010-01-13,0,,64.27409094,0.991747736
-2.2,-5.4,79,97540,0,9999,258.4922431,0,0,0,0,0,0,22,6,8,8,0,0,0,0.3,17,2,1,2010-01-13,0,,31.19236897,-0.221700054
-2.1,-4.9,81,97580,0,9999,255.2873052,0,0,0,0,0,0,21,6,1,7,0,0,0,0.1,18,2,1,2010-01-13,0,,0,0
-0.5,-3.1,83,97630,0,9999,247.976216,0,0,0,0,0,0,29,6,8,1,0,0,0,0.1,19,2,1,2010-01-13,0,,0,0
-0.9,-3.3,84,97750,0,9999,246.3440182,0,0,0,0,0,0,30,11,3,1,0,0,0,0.1,20,2,1,2010-01-13,0,,0,0
-1.1,-3.3,85,97850,0,9999,260.6009892,0,0,0,0,0,0,32,13,4,7,0,0,0,0.1,21,2,1,2010-01-13,0,,0,0
-1.6,-4.1,83,97960,0,9999,257.9344477,0,0,0,0,0,0,32,11,8,7,0,0,0,0.05,22,2,1,2010-01-13,0,,0,0
-1.9,-4.2,84,98060,0,9999,249.6227303,0,0,0,0,0,0,33,13,7,4,0,0,0,0.05,23,2,1,2010-01-13,0,,1.156877722,0.915551793
-1.8,-4.1,84,98170,0,9999,250.0828923,0,0,0,0,0,0,32,9,8,4,0,0,1,0,0,3,1,2010-01-14,0,,1.720991508,0.988741892
-1.6,-4.7,79,98230,0,9999,250.2693952,0,0,0,0,0,0,33,13,7,4,0,0,1,0,1,3,1,2010-01-14,0,,2.237776564,0.78569332
-1.6,-4.5,81,98270,0,9999,250.4535393,0,0,0,0,0,0,32,11,1,4,0,0,1,0,2,3,1,2010-01-14,0,,2.85301014,0.284593641
-2.8,-5.3,83,98390,0,9999,245.3288456,0,0,0,0,0,0,33,17,3,4,0,0,1,0,3,3,1,2010-01-14,0,,4.533277919,-0.98400245
-4.1,-7.1,80,98490,0,9999,239.0348008,0,0,0,0,0,0,33,13,4,4,0,0,1,0,4,3,1,2010-01-14,0,,5.794652987,-0.4693304
-5.5,-9.1,76,98600,0,9999,232.3346777,0,0,0,0,0,0,34,15,5,4,0,0,1,0,5,3,1,2010-01-14,0,,7.958361248,0.994557392
-6.2,-9.6,77,98730,0,9999,229.4746126,0,0,0,0,0,0,34,13,3,4,0,0,1,0.1,6,3,1,2010-01-14,0,,10.21481126,-0.71037671
-7,-10.5,76,98870,1,9999,225.954158,0,0,0,0,1000,0,34,11,1,4,0,0,1,0.1,7,3,1,2010-01-14,0,,10.80743749,-0.982354413
-7.7,-11,77,98910,132,9999,223.1548612,40,0,0,4,0,4,35,11,3,4,0,0,1,0.3,8,3,1,2010-01-14,0,,10.46911502,-0.864591617
-8.3,-11.2,80,99020,326,9999,220.9722014,146,0,9,12,4,11,1,9,2,4,0,0,1,0.3,9,3,1,2010-01-14,0,,11.38650593,-0.924554459
-7.6,-10.7,78,99100,473,9999,223.7501186,236,0,29,6,0,6,36,9,0,4,0,0,1,0.308116808,10,3,1,2010-01-14,0,,7.718015729,0.990770868
-7.1,-10.3,78,99190,564,9999,214.725332,303,795,54,12,0,12,33,17,9,0,0,0,1,0.3,11,3,1,2010-01-14,0,,9.223892236,0.199537322
-7.9,-12.1,72,99170,591,9999,210.6818907,392,839,59,22,3,21,31,11,6,0,0,0,1,0.102705603,12,3,1,2010-01-14,0,,6.655787185,0.364040007
-7.9,-11.7,74,99170,554,9999,211.0096428,405,845,60,14,0,14,33,7,8,0,0,0,1,0.1,13,3,1,2010-01-14,0,,3.15357104,-0.0119781
-7.6,-11.7,72,99160,456,9999,211.9664203,191,812,57,14,0,14,34,6,4,0,0,0,1,0.102705603,14,3,1,2010-01-14,0,,1.59713784,0.999653082
